priref,lref,soort,url
294877,10427481,digital color photograph,https://media.rkd.nl/iiif/10427481/full/max/0/default.jpg
294878,10427488,digital color photograph,https://media.rkd.nl/iiif/10427488/full/max/0/default.jpg
294878,10427487,digital color photograph,https://media.rkd.nl/iiif/10427487/full/max/0/default.jpg
294880,10427490,digital color photograph,https://media.rkd.nl/iiif/10427490/full/max/0/default.jpg
294880,10427489,digital color photograph,https://media.rkd.nl/iiif/10427489/full/max/0/default.jpg
294880,10427491,digital color photograph,https://media.rkd.nl/iiif/10427491/full/max/0/default.jpg
294888,10700146,digital image,https://media.rkd.nl/iiif/10700146/full/max/0/default.jpg
294928,10463829,digital color photograph,https://media.rkd.nl/iiif/10463829/full/max/0/default.jpg
294928,10463830,digital color photograph,https://media.rkd.nl/iiif/10463830/full/max/0/default.jpg
294928,10700192,digital image,https://media.rkd.nl/iiif/10700192/full/max/0/default.jpg
294928,10700194,digital image,https://media.rkd.nl/iiif/10700194/full/max/0/default.jpg
294931,10700196,digital color photograph,https://media.rkd.nl/iiif/10700196/full/max/0/default.jpg
294932,10700207,digital image,https://media.rkd.nl/iiif/10700207/full/max/0/default.jpg
294940,10427504,digital image,https://media.rkd.nl/iiif/10427504/full/max/0/default.jpg
294941,10700214,digital image,https://media.rkd.nl/iiif/10700214/full/max/0/default.jpg
294941,10700215,black and white photograph,https://media.rkd.nl/iiif/10700215/full/max/0/default.jpg
294943,10700217,digital image,https://media.rkd.nl/iiif/10700217/full/max/0/default.jpg
294944,10700218,digital image,https://media.rkd.nl/iiif/10700218/full/max/0/default.jpg
294945,10463895,digital color photograph,https://media.rkd.nl/iiif/10463895/full/max/0/default.jpg
294947,10463897,digital color photograph,https://media.rkd.nl/iiif/10463897/full/max/0/default.jpg
294949,10463901,digital color photograph,https://media.rkd.nl/iiif/10463901/full/max/0/default.jpg
294950,10700220,digital image,https://media.rkd.nl/iiif/10700220/full/max/0/default.jpg
294956,10463903,digital color photograph,https://media.rkd.nl/iiif/10463903/full/max/0/default.jpg
294957,10463860,digital color photograph,https://media.rkd.nl/iiif/10463860/full/max/0/default.jpg
294959,10463905,digital color photograph,https://media.rkd.nl/iiif/10463905/full/max/0/default.jpg
294960,10463862,digital color photograph,https://media.rkd.nl/iiif/10463862/full/max/0/default.jpg
294961,10463907,digital color photograph,https://media.rkd.nl/iiif/10463907/full/max/0/default.jpg
294962,10700225,digital image,https://media.rkd.nl/iiif/10700225/full/max/0/default.jpg
294963,10463909,digital color photograph,https://media.rkd.nl/iiif/10463909/full/max/0/default.jpg
294964,10463911,digital color photograph,https://media.rkd.nl/iiif/10463911/full/max/0/default.jpg
294965,10463913,digital color photograph,https://media.rkd.nl/iiif/10463913/full/max/0/default.jpg
294966,10463915,digital color photograph,https://media.rkd.nl/iiif/10463915/full/max/0/default.jpg
294967,10463863,digital color photograph,https://media.rkd.nl/iiif/10463863/full/max/0/default.jpg
294967,10463864,digital color photograph,https://media.rkd.nl/iiif/10463864/full/max/0/default.jpg
294968,10463866,digital color photograph,https://media.rkd.nl/iiif/10463866/full/max/0/default.jpg
294969,10463868,digital color photograph,https://media.rkd.nl/iiif/10463868/full/max/0/default.jpg
294970,10463870,digital color photograph,https://media.rkd.nl/iiif/10463870/full/max/0/default.jpg
294976,10700229,BD/Digital Collection,https://media.rkd.nl/iiif/10700229/full/max/0/default.jpg
294991,10814447,digital image,https://media.rkd.nl/iiif/10814447/full/max/0/default.jpg
294994,10814448,digital image,https://media.rkd.nl/iiif/10814448/full/max/0/default.jpg
294996,10814449,digital image,https://media.rkd.nl/iiif/10814449/full/max/0/default.jpg
295011,10463917,digital color photograph,https://media.rkd.nl/iiif/10463917/full/max/0/default.jpg
295012,10463919,digital color photograph,https://media.rkd.nl/iiif/10463919/full/max/0/default.jpg
295013,10463872,digital color photograph,https://media.rkd.nl/iiif/10463872/full/max/0/default.jpg
295014,10463874,digital color photograph,https://media.rkd.nl/iiif/10463874/full/max/0/default.jpg
295015,10463921,digital color photograph,https://media.rkd.nl/iiif/10463921/full/max/0/default.jpg
295016,10463923,digital color photograph,https://media.rkd.nl/iiif/10463923/full/max/0/default.jpg
295017,10463925,digital color photograph,https://media.rkd.nl/iiif/10463925/full/max/0/default.jpg
295018,10463876,digital color photograph,https://media.rkd.nl/iiif/10463876/full/max/0/default.jpg
295021,10463878,digital color photograph,https://media.rkd.nl/iiif/10463878/full/max/0/default.jpg
295022,10463927,digital color photograph,https://media.rkd.nl/iiif/10463927/full/max/0/default.jpg
295024,10463929,digital color photograph,https://media.rkd.nl/iiif/10463929/full/max/0/default.jpg
295025,10463931,digital color photograph,https://media.rkd.nl/iiif/10463931/full/max/0/default.jpg
295028,10463880,digital color photograph,https://media.rkd.nl/iiif/10463880/full/max/0/default.jpg
295030,10463882,digital color photograph,https://media.rkd.nl/iiif/10463882/full/max/0/default.jpg
295031,10463884,digital color photograph,https://media.rkd.nl/iiif/10463884/full/max/0/default.jpg
295032,10463886,digital color photograph,https://media.rkd.nl/iiif/10463886/full/max/0/default.jpg
295033,10463888,digital color photograph,https://media.rkd.nl/iiif/10463888/full/max/0/default.jpg
295034,10463890,digital color photograph,https://media.rkd.nl/iiif/10463890/full/max/0/default.jpg
295035,10463892,digital color photograph,https://media.rkd.nl/iiif/10463892/full/max/0/default.jpg
295039,10700255,digital image,https://media.rkd.nl/iiif/10700255/full/max/0/default.jpg
295040,10700256,digital image,https://media.rkd.nl/iiif/10700256/full/max/0/default.jpg
295043,10700259,digital image,https://media.rkd.nl/iiif/10700259/full/max/0/default.jpg
295049,9293138,back-side (of image),https://media.rkd.nl/iiif/9293138/full/max/0/default.jpg
295054,10700269,color reproduction,https://media.rkd.nl/iiif/10700269/full/max/0/default.jpg
295058,10700290,digital image,https://media.rkd.nl/iiif/10700290/full/max/0/default.jpg
295066,10700297,digital image,https://media.rkd.nl/iiif/10700297/full/max/0/default.jpg
295069,10700300,digital image,https://media.rkd.nl/iiif/10700300/full/max/0/default.jpg
295072,10700303,digital image,https://media.rkd.nl/iiif/10700303/full/max/0/default.jpg
295073,10700304,digital image,https://media.rkd.nl/iiif/10700304/full/max/0/default.jpg
295075,10700306,digital image,https://media.rkd.nl/iiif/10700306/full/max/0/default.jpg
295078,10700310,digital image,https://media.rkd.nl/iiif/10700310/full/max/0/default.jpg
295078,10700312,digital image,https://media.rkd.nl/iiif/10700312/full/max/0/default.jpg
295079,10700316,digital image,https://media.rkd.nl/iiif/10700316/full/max/0/default.jpg
295079,10700318,black and white photograph,https://media.rkd.nl/iiif/10700318/full/max/0/default.jpg
295082,10700326,digital image,https://media.rkd.nl/iiif/10700326/full/max/0/default.jpg
295083,10700322,digital image,https://media.rkd.nl/iiif/10700322/full/max/0/default.jpg
295087,10700329,black-and-white reproduction,https://media.rkd.nl/iiif/10700329/full/max/0/default.jpg
295109,10463766,digital color photograph,https://media.rkd.nl/iiif/10463766/full/max/0/default.jpg
295123,10700381,BD/Digital Collection,https://media.rkd.nl/iiif/10700381/full/max/0/default.jpg
295136,10700400,digital image,https://media.rkd.nl/iiif/10700400/full/max/0/default.jpg
295174,10700477,black-and-white reproduction,https://media.rkd.nl/iiif/10700477/full/max/0/default.jpg
295174,10899867,BD/Digital Collection,https://media.rkd.nl/iiif/10899867/full/max/0/default.jpg
295176,10700479,digital image,https://media.rkd.nl/iiif/10700479/full/max/0/default.jpg
295177,10700480,black-and-white reproduction,https://media.rkd.nl/iiif/10700480/full/max/0/default.jpg
295184,9293140,back-side (of image),https://media.rkd.nl/iiif/9293140/full/max/0/default.jpg
295190,9293140,back-side (of image),https://media.rkd.nl/iiif/9293140/full/max/0/default.jpg
295193,10700471,digital color photograph,https://media.rkd.nl/iiif/10700471/full/max/0/default.jpg
295203,10427752,digital image,https://media.rkd.nl/iiif/10427752/full/max/0/default.jpg
295203,10427753,digital image,https://media.rkd.nl/iiif/10427753/full/max/0/default.jpg
295203,10463661,digital image,https://media.rkd.nl/iiif/10463661/full/max/0/default.jpg
295213,10427758,digital image,https://media.rkd.nl/iiif/10427758/full/max/0/default.jpg
295215,10427759,digital image,https://media.rkd.nl/iiif/10427759/full/max/0/default.jpg
295215,10463662,digital image,https://media.rkd.nl/iiif/10463662/full/max/0/default.jpg
295231,10700531,digital image,https://media.rkd.nl/iiif/10700531/full/max/0/default.jpg
295235,10700532,black-and-white reproduction,https://media.rkd.nl/iiif/10700532/full/max/0/default.jpg
295239,10463578,digital color photograph,https://media.rkd.nl/iiif/10463578/full/max/0/default.jpg
295256,10700548,digital image,https://media.rkd.nl/iiif/10700548/full/max/0/default.jpg
295257,9293142,back-side (of image),https://media.rkd.nl/iiif/9293142/full/max/0/default.jpg
295258,10699789,black-and-white reproduction,https://media.rkd.nl/iiif/10699789/full/max/0/default.jpg
295260,10700549,digital image,https://media.rkd.nl/iiif/10700549/full/max/0/default.jpg
295265,10700551,digital image,https://media.rkd.nl/iiif/10700551/full/max/0/default.jpg
295274,10427768,digital image,https://media.rkd.nl/iiif/10427768/full/max/0/default.jpg
295276,10427771,digital image,https://media.rkd.nl/iiif/10427771/full/max/0/default.jpg
295277,10427772,digital image,https://media.rkd.nl/iiif/10427772/full/max/0/default.jpg
295277,10427773,digital image,https://media.rkd.nl/iiif/10427773/full/max/0/default.jpg
295278,10427775,digital image,https://media.rkd.nl/iiif/10427775/full/max/0/default.jpg
295287,10426301,black-and-white reproduction,https://media.rkd.nl/iiif/10426301/full/max/0/default.jpg
295287,10426303,black and white photograph,https://media.rkd.nl/iiif/10426303/full/max/0/default.jpg
295287,10700577,BD/Digital Collection,https://media.rkd.nl/iiif/10700577/full/max/0/default.jpg
295288,10700576,digital image,https://media.rkd.nl/iiif/10700576/full/max/0/default.jpg
295290,10426302,black and white photograph,https://media.rkd.nl/iiif/10426302/full/max/0/default.jpg
295290,10700582,BD/Digital Collection,https://media.rkd.nl/iiif/10700582/full/max/0/default.jpg
295290,10898861,BD/Digital Collection,https://media.rkd.nl/iiif/10898861/full/max/0/default.jpg
295298,10700597,digital image,https://media.rkd.nl/iiif/10700597/full/max/0/default.jpg
295299,10700600,digital image,https://media.rkd.nl/iiif/10700600/full/max/0/default.jpg
295300,10700602,digital image,https://media.rkd.nl/iiif/10700602/full/max/0/default.jpg
295301,10700603,digital image,https://media.rkd.nl/iiif/10700603/full/max/0/default.jpg
295303,10700604,digital image,https://media.rkd.nl/iiif/10700604/full/max/0/default.jpg
295306,10700611,digital image,https://media.rkd.nl/iiif/10700611/full/max/0/default.jpg
295307,10700612,digital image,https://media.rkd.nl/iiif/10700612/full/max/0/default.jpg
295316,10814495,digital image,https://media.rkd.nl/iiif/10814495/full/max/0/default.jpg
295317,10700623,BD/Digital Collection,https://media.rkd.nl/iiif/10700623/full/max/0/default.jpg
295318,10700625,digital image,https://media.rkd.nl/iiif/10700625/full/max/0/default.jpg
295320,9293148,back-side (of image),https://media.rkd.nl/iiif/9293148/full/max/0/default.jpg
295322,10427777,digital image,https://media.rkd.nl/iiif/10427777/full/max/0/default.jpg
295328,10427784,digital image,https://media.rkd.nl/iiif/10427784/full/max/0/default.jpg
295329,10427786,digital file,https://media.rkd.nl/iiif/10427786/full/max/0/default.jpg
295329,10427787,digital image,https://media.rkd.nl/iiif/10427787/full/max/0/default.jpg
295356,10700671,digital image,https://media.rkd.nl/iiif/10700671/full/max/0/default.jpg
295360,10700678,digital image,https://media.rkd.nl/iiif/10700678/full/max/0/default.jpg
295361,10700680,digital image,https://media.rkd.nl/iiif/10700680/full/max/0/default.jpg
295361,10700682,digital image,https://media.rkd.nl/iiif/10700682/full/max/0/default.jpg
295362,10700683,digital image,https://media.rkd.nl/iiif/10700683/full/max/0/default.jpg
295362,10700706,digital image,https://media.rkd.nl/iiif/10700706/full/max/0/default.jpg
295362,10700707,digital image,https://media.rkd.nl/iiif/10700707/full/max/0/default.jpg
295362,10700708,digital image,https://media.rkd.nl/iiif/10700708/full/max/0/default.jpg
295362,10700710,digital image,https://media.rkd.nl/iiif/10700710/full/max/0/default.jpg
295366,10700705,digital image,https://media.rkd.nl/iiif/10700705/full/max/0/default.jpg
295367,10700711,BD/Digital Collection,https://media.rkd.nl/iiif/10700711/full/max/0/default.jpg
295369,10700713,BD/Digital Collection,https://media.rkd.nl/iiif/10700713/full/max/0/default.jpg
295376,10700741,digital image,https://media.rkd.nl/iiif/10700741/full/max/0/default.jpg
295377,10814512,black-and-white reproduction,https://media.rkd.nl/iiif/10814512/full/max/0/default.jpg
295390,10700775,BD/Digital Collection,https://media.rkd.nl/iiif/10700775/full/max/0/default.jpg
295395,10700781,BD/Digital Collection,https://media.rkd.nl/iiif/10700781/full/max/0/default.jpg
295396,10700783,BD/Digital Collection,https://media.rkd.nl/iiif/10700783/full/max/0/default.jpg
295398,10700793,BD/Digital Collection,https://media.rkd.nl/iiif/10700793/full/max/0/default.jpg
295401,10700799,BD/Digital Collection,https://media.rkd.nl/iiif/10700799/full/max/0/default.jpg
295405,10700812,color reproduction,https://media.rkd.nl/iiif/10700812/full/max/0/default.jpg
295406,10700819,black and white photograph,https://media.rkd.nl/iiif/10700819/full/max/0/default.jpg
295407,10700820,color reproduction,https://media.rkd.nl/iiif/10700820/full/max/0/default.jpg
295409,10700822,black and white photograph,https://media.rkd.nl/iiif/10700822/full/max/0/default.jpg
295410,10700824,BD/Digital Collection,https://media.rkd.nl/iiif/10700824/full/max/0/default.jpg
295419,10700834,digital image,https://media.rkd.nl/iiif/10700834/full/max/0/default.jpg
295426,10700838,digital image,https://media.rkd.nl/iiif/10700838/full/max/0/default.jpg
295429,10700840,digital image,https://media.rkd.nl/iiif/10700840/full/max/0/default.jpg
295433,9293144,back-side (of image),https://media.rkd.nl/iiif/9293144/full/max/0/default.jpg
295434,10700847,digital image,https://media.rkd.nl/iiif/10700847/full/max/0/default.jpg
295440,10700872,digital image,https://media.rkd.nl/iiif/10700872/full/max/0/default.jpg
295442,10700878,digital image,https://media.rkd.nl/iiif/10700878/full/max/0/default.jpg
295459,10700902,black and white photograph,https://media.rkd.nl/iiif/10700902/full/max/0/default.jpg
295461,10814523,digital image,https://media.rkd.nl/iiif/10814523/full/max/0/default.jpg
295464,10700907,black and white photograph,https://media.rkd.nl/iiif/10700907/full/max/0/default.jpg
295465,10700908,black and white photograph,https://media.rkd.nl/iiif/10700908/full/max/0/default.jpg
295467,10463743,unknown,https://media.rkd.nl/iiif/10463743/full/max/0/default.jpg
295468,10700911,digital image,https://media.rkd.nl/iiif/10700911/full/max/0/default.jpg
295471,10700918,black and white photograph,https://media.rkd.nl/iiif/10700918/full/max/0/default.jpg
295488,10463759,digital color photograph,https://media.rkd.nl/iiif/10463759/full/max/0/default.jpg
295488,10463760,digital color photograph,https://media.rkd.nl/iiif/10463760/full/max/0/default.jpg
295488,10700937,black and white photograph,https://media.rkd.nl/iiif/10700937/full/max/0/default.jpg
295497,10814525,digital image,https://media.rkd.nl/iiif/10814525/full/max/0/default.jpg
295498,10814526,digital image,https://media.rkd.nl/iiif/10814526/full/max/0/default.jpg
295501,10814527,digital image,https://media.rkd.nl/iiif/10814527/full/max/0/default.jpg
295510,10700966,digital image,https://media.rkd.nl/iiif/10700966/full/max/0/default.jpg
295518,9293146,back-side (of image),https://media.rkd.nl/iiif/9293146/full/max/0/default.jpg
295520,10700977,digital image,https://media.rkd.nl/iiif/10700977/full/max/0/default.jpg
295553,10701078,digital color photograph,https://media.rkd.nl/iiif/10701078/full/max/0/default.jpg
295574,10701141,digital image,https://media.rkd.nl/iiif/10701141/full/max/0/default.jpg
295591,10701167,digital image,https://media.rkd.nl/iiif/10701167/full/max/0/default.jpg
295592,10701168,digital image,https://media.rkd.nl/iiif/10701168/full/max/0/default.jpg
295594,10702307,digital file,https://media.rkd.nl/iiif/10702307/full/max/0/default.jpg
295600,10701187,BD/Digital Collection,https://media.rkd.nl/iiif/10701187/full/max/0/default.jpg
295601,10701191,RKD/BIB,https://media.rkd.nl/iiif/10701191/full/max/0/default.jpg
295613,10701211,digital image,https://media.rkd.nl/iiif/10701211/full/max/0/default.jpg
295637,10701244,digital image,https://media.rkd.nl/iiif/10701244/full/max/0/default.jpg
295641,10701247,digital image,https://media.rkd.nl/iiif/10701247/full/max/0/default.jpg
295648,10701256,digital image,https://media.rkd.nl/iiif/10701256/full/max/0/default.jpg
295664,10701355,digital image,https://media.rkd.nl/iiif/10701355/full/max/0/default.jpg
295679,10701394,digital image,https://media.rkd.nl/iiif/10701394/full/max/0/default.jpg
295688,10701411,digital image,https://media.rkd.nl/iiif/10701411/full/max/0/default.jpg
295746,10701511,digital image,https://media.rkd.nl/iiif/10701511/full/max/0/default.jpg
295749,10701519,color reproduction,https://media.rkd.nl/iiif/10701519/full/max/0/default.jpg
295764,10701554,color reproduction,https://media.rkd.nl/iiif/10701554/full/max/0/default.jpg
295777,10701579,digital image,https://media.rkd.nl/iiif/10701579/full/max/0/default.jpg
295778,10701581,color reproduction,https://media.rkd.nl/iiif/10701581/full/max/0/default.jpg
295784,10701431,digital color photograph,https://media.rkd.nl/iiif/10701431/full/max/0/default.jpg
295801,10701609,digital image,https://media.rkd.nl/iiif/10701609/full/max/0/default.jpg
295819,10701654,BD/RKD/1834 - IB/XXB,https://media.rkd.nl/iiif/10701654/full/max/0/default.jpg
295821,10701656,black-and-white reproduction,https://media.rkd.nl/iiif/10701656/full/max/0/default.jpg
295822,10701659,color reproduction,https://media.rkd.nl/iiif/10701659/full/max/0/default.jpg
295825,10701667,black-and-white reproduction,https://media.rkd.nl/iiif/10701667/full/max/0/default.jpg
295832,10701702,digital image,https://media.rkd.nl/iiif/10701702/full/max/0/default.jpg
295849,10701762,black-and-white reproduction,https://media.rkd.nl/iiif/10701762/full/max/0/default.jpg
295851,10701760,digital image,https://media.rkd.nl/iiif/10701760/full/max/0/default.jpg
295861,10701774,digital image,https://media.rkd.nl/iiif/10701774/full/max/0/default.jpg
295865,10701789,digital image,https://media.rkd.nl/iiif/10701789/full/max/0/default.jpg
295866,10701793,digital image,https://media.rkd.nl/iiif/10701793/full/max/0/default.jpg
295868,10701790,digital color photograph,https://media.rkd.nl/iiif/10701790/full/max/0/default.jpg
295869,10701791,digital color photograph,https://media.rkd.nl/iiif/10701791/full/max/0/default.jpg
295870,10701792,digital color photograph,https://media.rkd.nl/iiif/10701792/full/max/0/default.jpg
295871,10701799,digital image,https://media.rkd.nl/iiif/10701799/full/max/0/default.jpg
295874,10701809,color reproduction,https://media.rkd.nl/iiif/10701809/full/max/0/default.jpg
295875,10701840,digital image,https://media.rkd.nl/iiif/10701840/full/max/0/default.jpg
295880,10701872,digital color photograph,https://media.rkd.nl/iiif/10701872/full/max/0/default.jpg
295880,10701911,digital color photograph,https://media.rkd.nl/iiif/10701911/full/max/0/default.jpg
295882,10701897,digital image,https://media.rkd.nl/iiif/10701897/full/max/0/default.jpg
295883,10701900,digital image,https://media.rkd.nl/iiif/10701900/full/max/0/default.jpg
295884,10701961,digital image,https://media.rkd.nl/iiif/10701961/full/max/0/default.jpg
295884,10701964,digital image,https://media.rkd.nl/iiif/10701964/full/max/0/default.jpg
295886,10701922,digital image,https://media.rkd.nl/iiif/10701922/full/max/0/default.jpg
295887,10701927,digital image,https://media.rkd.nl/iiif/10701927/full/max/0/default.jpg
295888,10701935,digital image,https://media.rkd.nl/iiif/10701935/full/max/0/default.jpg
295890,10701965,digital image,https://media.rkd.nl/iiif/10701965/full/max/0/default.jpg
295890,10701966,BD/Digital Collection,https://media.rkd.nl/iiif/10701966/full/max/0/default.jpg
295893,10701969,digital image,https://media.rkd.nl/iiif/10701969/full/max/0/default.jpg
295895,10701971,digital image,https://media.rkd.nl/iiif/10701971/full/max/0/default.jpg
295896,10701972,digital image,https://media.rkd.nl/iiif/10701972/full/max/0/default.jpg
295901,10701996,digital image,https://media.rkd.nl/iiif/10701996/full/max/0/default.jpg
295902,10701997,digital image,https://media.rkd.nl/iiif/10701997/full/max/0/default.jpg
295914,10702017,digital image,https://media.rkd.nl/iiif/10702017/full/max/0/default.jpg
295915,10702019,color reproduction,https://media.rkd.nl/iiif/10702019/full/max/0/default.jpg
295916,10702018,digital image,https://media.rkd.nl/iiif/10702018/full/max/0/default.jpg
295918,10702025,digital image,https://media.rkd.nl/iiif/10702025/full/max/0/default.jpg
295919,10702027,digital image,https://media.rkd.nl/iiif/10702027/full/max/0/default.jpg
295921,10702026,color reproduction,https://media.rkd.nl/iiif/10702026/full/max/0/default.jpg
295923,10702032,color reproduction,https://media.rkd.nl/iiif/10702032/full/max/0/default.jpg
295924,10717091,color reproduction,https://media.rkd.nl/iiif/10717091/full/max/0/default.jpg
295924,10702034,black-and-white reproduction,https://media.rkd.nl/iiif/10702034/full/max/0/default.jpg
295925,10702036,color reproduction,https://media.rkd.nl/iiif/10702036/full/max/0/default.jpg
295926,10702039,black-and-white reproduction,https://media.rkd.nl/iiif/10702039/full/max/0/default.jpg
295928,10702043,digital image,https://media.rkd.nl/iiif/10702043/full/max/0/default.jpg
295928,10702041,digital image,https://media.rkd.nl/iiif/10702041/full/max/0/default.jpg
295932,10702046,color reproduction,https://media.rkd.nl/iiif/10702046/full/max/0/default.jpg
295940,10702064,color reproduction,https://media.rkd.nl/iiif/10702064/full/max/0/default.jpg
295941,10702065,color reproduction,https://media.rkd.nl/iiif/10702065/full/max/0/default.jpg
295945,10702072,digital color photograph,https://media.rkd.nl/iiif/10702072/full/max/0/default.jpg
295945,10702073,digital black-and-white photograph,https://media.rkd.nl/iiif/10702073/full/max/0/default.jpg
295946,10702071,digital image,https://media.rkd.nl/iiif/10702071/full/max/0/default.jpg
295947,10702074,digital image,https://media.rkd.nl/iiif/10702074/full/max/0/default.jpg
295948,10702076,black and white photograph,https://media.rkd.nl/iiif/10702076/full/max/0/default.jpg
295956,10814573,digital image,https://media.rkd.nl/iiif/10814573/full/max/0/default.jpg
295957,10702081,digital image,https://media.rkd.nl/iiif/10702081/full/max/0/default.jpg
295962,10463845,digital color photograph,https://media.rkd.nl/iiif/10463845/full/max/0/default.jpg
295965,10702084,color reproduction,https://media.rkd.nl/iiif/10702084/full/max/0/default.jpg
295969,10702099,digital image,https://media.rkd.nl/iiif/10702099/full/max/0/default.jpg
295971,10702110,digital image,https://media.rkd.nl/iiif/10702110/full/max/0/default.jpg
295972,10702190,digital image,https://media.rkd.nl/iiif/10702190/full/max/0/default.jpg
295972,10702111,black-and-white reproduction,https://media.rkd.nl/iiif/10702111/full/max/0/default.jpg
295973,10702113,digital image,https://media.rkd.nl/iiif/10702113/full/max/0/default.jpg
295975,10702191,digital image,https://media.rkd.nl/iiif/10702191/full/max/0/default.jpg
295975,10702118,black-and-white reproduction,https://media.rkd.nl/iiif/10702118/full/max/0/default.jpg
295977,9317658,unknown,https://media.rkd.nl/iiif/9317658/full/max/0/default.jpg
295979,10702128,color reproduction,https://media.rkd.nl/iiif/10702128/full/max/0/default.jpg
295989,10702145,digital image,https://media.rkd.nl/iiif/10702145/full/max/0/default.jpg
295990,10702148,digital image,https://media.rkd.nl/iiif/10702148/full/max/0/default.jpg
296006,10427824,digital image,https://media.rkd.nl/iiif/10427824/full/max/0/default.jpg
296006,9154457,BD/RKD/1640 - MHK/The Netherlands/Artist's Portraits,https://media.rkd.nl/iiif/9154457/full/max/0/default.jpg
296007,10427823,digital image,https://media.rkd.nl/iiif/10427823/full/max/0/default.jpg
296009,10427825,digital image,https://media.rkd.nl/iiif/10427825/full/max/0/default.jpg
296028,10463984,digital color photograph,https://media.rkd.nl/iiif/10463984/full/max/0/default.jpg
296029,10463986,digital color photograph,https://media.rkd.nl/iiif/10463986/full/max/0/default.jpg
296030,10463987,digital color photograph,https://media.rkd.nl/iiif/10463987/full/max/0/default.jpg
296030,10463988,digital color photograph,https://media.rkd.nl/iiif/10463988/full/max/0/default.jpg
296031,10463990,digital color photograph,https://media.rkd.nl/iiif/10463990/full/max/0/default.jpg
296031,10463991,digital color photograph,https://media.rkd.nl/iiif/10463991/full/max/0/default.jpg
296032,10463996,digital color photograph,https://media.rkd.nl/iiif/10463996/full/max/0/default.jpg
296032,10463997,digital color photograph,https://media.rkd.nl/iiif/10463997/full/max/0/default.jpg
296033,10463993,digital color photograph,https://media.rkd.nl/iiif/10463993/full/max/0/default.jpg
296033,10463994,digital color photograph,https://media.rkd.nl/iiif/10463994/full/max/0/default.jpg
296036,10080487,color photograph,https://media.rkd.nl/iiif/10080487/full/max/0/default.jpg
296037,10415556,digital color photograph,https://media.rkd.nl/iiif/10415556/full/max/0/default.jpg
296038,10415554,digital color photograph,https://media.rkd.nl/iiif/10415554/full/max/0/default.jpg
296039,10415552,digital color photograph,https://media.rkd.nl/iiif/10415552/full/max/0/default.jpg
296040,10415550,digital color photograph,https://media.rkd.nl/iiif/10415550/full/max/0/default.jpg
296041,10415548,digital color photograph,https://media.rkd.nl/iiif/10415548/full/max/0/default.jpg
296042,10415546,digital color photograph,https://media.rkd.nl/iiif/10415546/full/max/0/default.jpg
296043,10415544,digital color photograph,https://media.rkd.nl/iiif/10415544/full/max/0/default.jpg
296044,10702194,digital image,https://media.rkd.nl/iiif/10702194/full/max/0/default.jpg
296045,10415542,digital color photograph,https://media.rkd.nl/iiif/10415542/full/max/0/default.jpg
296046,10415558,digital color photograph,https://media.rkd.nl/iiif/10415558/full/max/0/default.jpg
296050,10702198,digital image,https://media.rkd.nl/iiif/10702198/full/max/0/default.jpg
296066,10702209,digital image,https://media.rkd.nl/iiif/10702209/full/max/0/default.jpg
296072,10415568,digital color photograph,https://media.rkd.nl/iiif/10415568/full/max/0/default.jpg
296074,10415540,digital color photograph,https://media.rkd.nl/iiif/10415540/full/max/0/default.jpg
296075,10415538,digital color photograph,https://media.rkd.nl/iiif/10415538/full/max/0/default.jpg
296076,10415536,digital color photograph,https://media.rkd.nl/iiif/10415536/full/max/0/default.jpg
296077,10415534,digital color photograph,https://media.rkd.nl/iiif/10415534/full/max/0/default.jpg
296078,10415532,digital color photograph,https://media.rkd.nl/iiif/10415532/full/max/0/default.jpg
296081,10702219,black-and-white reproduction,https://media.rkd.nl/iiif/10702219/full/max/0/default.jpg
296083,10814581,digital image,https://media.rkd.nl/iiif/10814581/full/max/0/default.jpg
296088,10702229,digital image,https://media.rkd.nl/iiif/10702229/full/max/0/default.jpg
296090,10702237,black-and-white reproduction,https://media.rkd.nl/iiif/10702237/full/max/0/default.jpg
296092,10702240,digital image,https://media.rkd.nl/iiif/10702240/full/max/0/default.jpg
296114,10702265,black-and-white reproduction,https://media.rkd.nl/iiif/10702265/full/max/0/default.jpg
296122,10702270,digital image,https://media.rkd.nl/iiif/10702270/full/max/0/default.jpg
296124,10702284,color reproduction,https://media.rkd.nl/iiif/10702284/full/max/0/default.jpg
296124,10702276,digital image,https://media.rkd.nl/iiif/10702276/full/max/0/default.jpg
296124,10702277,digital image,https://media.rkd.nl/iiif/10702277/full/max/0/default.jpg
296133,10702290,digital image,https://media.rkd.nl/iiif/10702290/full/max/0/default.jpg
296134,10702291,digital image,https://media.rkd.nl/iiif/10702291/full/max/0/default.jpg
296135,10702292,digital image,https://media.rkd.nl/iiif/10702292/full/max/0/default.jpg
296138,10415530,digital color photograph,https://media.rkd.nl/iiif/10415530/full/max/0/default.jpg
296139,10415528,digital color photograph,https://media.rkd.nl/iiif/10415528/full/max/0/default.jpg
296140,10702296,color reproduction,https://media.rkd.nl/iiif/10702296/full/max/0/default.jpg
296141,10415526,digital color photograph,https://media.rkd.nl/iiif/10415526/full/max/0/default.jpg
296142,10415524,digital color photograph,https://media.rkd.nl/iiif/10415524/full/max/0/default.jpg
296143,10425993,digital color photograph,https://media.rkd.nl/iiif/10425993/full/max/0/default.jpg
296144,10702297,digital image,https://media.rkd.nl/iiif/10702297/full/max/0/default.jpg
