priref,artist_name,date,objectcat,lrefs_in_xml,reason
164001,"Morisot, Auguste",1872,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164090,"Moeyaert, Claes",1631,painting,10783267,only excluded placeholder lrefs available: 10783267
164128,"Bruna, Lambertus Johannes",1839,painting,10783267,only excluded placeholder lrefs available: 10783267
164217,"Mengelberg, Friedrich Wilhelm",1852,painting,10783267,only excluded placeholder lrefs available: 10783267
164228,"Hendriks, Arend",1925,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164229,"Bremmer, Rudolf",1920,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164230,"Bremmer, Rudolf",1920,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164235,"Gips, Cornelis",1860,painting,10783267,only excluded placeholder lrefs available: 10783267
164275,"Pieneman, Jan Willem",1831,painting,10783267,only excluded placeholder lrefs available: 10783267
164299,"Marinkel, Joseph",1773,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164300,"Marinkel, Joseph",1773,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164301,"Marinkel, Joseph",1773,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164302,"Marinkel, Joseph",1779,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164303,"Marinkel, Joseph",1773,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164304,"Marinkel, Joseph",1773,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164305,"Marinkel, Joseph",1774,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164306,"Marinkel, Joseph",1773,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164307,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164308,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164309,Anoniem,1882,painting,10783267,only excluded placeholder lrefs available: 10783267
164310,Anoniem,1890,painting,10783267,only excluded placeholder lrefs available: 10783267
164312,Anoniem,1848,painting,10783267,only excluded placeholder lrefs available: 10783267
164313,Anoniem,1849,painting,10783267,only excluded placeholder lrefs available: 10783267
164314,Anoniem,1852,painting,10783267,only excluded placeholder lrefs available: 10783267
164315,Anoniem,1852,painting,10783267,only excluded placeholder lrefs available: 10783267
164316,Anoniem,1890,painting,10783267,only excluded placeholder lrefs available: 10783267
164317,Anoniem,1898,painting,10783267,only excluded placeholder lrefs available: 10783267
164318,Anoniem,1820,painting,10783267,only excluded placeholder lrefs available: 10783267
164319,Anoniem,1820,painting,10783267,only excluded placeholder lrefs available: 10783267
164320,Anoniem,1803,painting,10783267,only excluded placeholder lrefs available: 10783267
164321,Anoniem,1803,painting,10783267,only excluded placeholder lrefs available: 10783267
164322,Anoniem,1804,painting,10783267,only excluded placeholder lrefs available: 10783267
164323,Anoniem,1804,painting,10783267,only excluded placeholder lrefs available: 10783267
164329,"Reemer, Arnold",1949,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164358,"Koolen, Harry (1904-1985)",1931,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164438,"Braij, Jan de",1641,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
164492,"Troost, Sara",1747,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164504,"Montauban van Swijndregt, François",1851,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164505,Anoniem,1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164506,"Montauban van Swijndregt, François",1798,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164507,"Montauban van Swijndregt, François",1799,unknown,10783267,only excluded placeholder lrefs available: 10783267
164508,"Montauban van Swijndregt, François",1818,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164509,"Montauban van Swijndregt, Nicolaus",1824,unknown,10783267,only excluded placeholder lrefs available: 10783267
164510,"Montauban van Swijndregt, François",1799,unknown,10783267,only excluded placeholder lrefs available: 10783267
164531,"Quinkhard, Julius Henricus",1653,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164532,"Colijn, Jacob",1629,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164570,"Haverman, Hendrik Johannes",1872,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164575,"Molkenboer, Theo",1886,unknown,10783267,only excluded placeholder lrefs available: 10783267
164576,Anoniem,1850,painting,10783267,only excluded placeholder lrefs available: 10783267
164580,"Hamel, Willem (1860-1924)",1875,painting,10783267,only excluded placeholder lrefs available: 10783267
164608,Anoniem,1775,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164771,"Slager, Piet (sr.)",1856,painting,10783267,only excluded placeholder lrefs available: 10783267
164794,"Wicheren, Johan Joeke Gabriël van",1859,painting,10783267,only excluded placeholder lrefs available: 10783267
164799,"Witte, Emanuel de",1632,painting,10783267,only excluded placeholder lrefs available: 10783267
164834,"Santvoort, Dirck Dircksz.",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
164854,"Heskes, Wam",1906,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164866,"Croix, Pierre Frédéric de la",1724,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164868,"Croix, Pierre Frédéric de la",1724,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
164932,"Scheffer, Johan Bernard",1794,painting,10783267,only excluded placeholder lrefs available: 10783267
164951,"Chretien, Gilles-Louis",1769,copperplate (printing plate),10783267,only excluded placeholder lrefs available: 10783267
164953,"Bodecker, Johann Friedrich",1696,painting,10783267,only excluded placeholder lrefs available: 10783267
164956,"Cels, Cornelis",1825,painting,10783267,only excluded placeholder lrefs available: 10783267
164958,"Denner, Balthasar",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
164960,"Denner, Balthasar",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
165029,"Mierevelt, Michiel van",1582,painting,10783267,only excluded placeholder lrefs available: 10783267
165095,"Jonxis, Jan Lodewijk",1836,print,10783267,only excluded placeholder lrefs available: 10783267
165099,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
165100,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
165102,"Bisschop, Sara",1909,unknown,10783267,only excluded placeholder lrefs available: 10783267
165103,"Haverman, Hendrik Johannes",1872,unknown,10783267,only excluded placeholder lrefs available: 10783267
165124,"Keyser, Thomas de",1638,painting,10783267,only excluded placeholder lrefs available: 10783267
165125,"Grand, Dirk le",1860,carte-de-visite,10783267,only excluded placeholder lrefs available: 10783267
165126,"Grand, Dirk le",1860,carte-de-visite,10783267,only excluded placeholder lrefs available: 10783267
165129,Anoniem,1825,unknown,10783267,only excluded placeholder lrefs available: 10783267
165130,"Koning, Cornelis (1893-1951)",1908,unknown,10783267,only excluded placeholder lrefs available: 10783267
165137,"Keyser, Thomas de",1611,painting,10783267,only excluded placeholder lrefs available: 10783267
165138,"Keyser, Thomas de",1627,painting,10783267,only excluded placeholder lrefs available: 10783267
165160,"Moreelse, Paulus",1607,painting,10783267,only excluded placeholder lrefs available: 10783267
165192,"Konijnenburg, Willem van",1923,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
165221,"Rees, Maria Margaretha van",1929,painting,10783267,only excluded placeholder lrefs available: 10783267
165222,"Rees, Maria Margaretha van",1907,painting,10783267,only excluded placeholder lrefs available: 10783267
165223,"Rees, Maria Margaretha van",1929,painting,10783267,only excluded placeholder lrefs available: 10783267
165224,"Rees, Maria Margaretha van",1929,painting,10783267,only excluded placeholder lrefs available: 10783267
165229,"Passe, Crispijn de (II)",1625,print,10783267,only excluded placeholder lrefs available: 10783267
165234,"Delff, Willem Jacobsz.",1617,print,10783267,only excluded placeholder lrefs available: 10783267
165242,Rembrandt,1800,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
165254,"Moreelse, Paulus",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
165255,"Moreelse, Paulus",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
165311,"Grips, Carel Jozeph",1840,unknown,10783267,only excluded placeholder lrefs available: 10783267
165312,"Grips, Carel Jozeph",1840,unknown,10783267,only excluded placeholder lrefs available: 10783267
165313,"Grips, Carel Jozeph",1886,unknown,10783267,only excluded placeholder lrefs available: 10783267
165314,"Heijligers, Antoon François",1843,unknown,10783267,only excluded placeholder lrefs available: 10783267
165315,"Heijligers, Antoon François",1843,unknown,10783267,only excluded placeholder lrefs available: 10783267
165324,Anoniem,1770,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
165328,"Moreelse, Paulus",1610,painting,10783267,only excluded placeholder lrefs available: 10783267
165338,Anoniem,1790,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
165343,Anoniem,1800,unknown,10783267,only excluded placeholder lrefs available: 10783267
165344,Anoniem,1757,silhouette,10783267,only excluded placeholder lrefs available: 10783267
165373,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
165422,"Petri, Hans",1934,painting,10783267,only excluded placeholder lrefs available: 10783267
165424,"Petri, Hans",1934,painting,10783267,only excluded placeholder lrefs available: 10783267
165427,"Petri, Hans",1934,painting,10783267,only excluded placeholder lrefs available: 10783267
165428,"Petri, Hans",1956,painting,10783267,only excluded placeholder lrefs available: 10783267
165429,"Petri, Hans",1934,painting,10783267,only excluded placeholder lrefs available: 10783267
165431,"Voskuyl, J.",1859,painting,10783267,only excluded placeholder lrefs available: 10783267
165432,"Selm, Jacques Corneille van",1864,painting,10783267,only excluded placeholder lrefs available: 10783267
165433,"Rol, Henricus",1921,painting,10783267,only excluded placeholder lrefs available: 10783267
165435,Anoniem,1690,painting,10783267,only excluded placeholder lrefs available: 10783267
165447,"Tinker, Willem",1860,carte-de-visite,10783267,only excluded placeholder lrefs available: 10783267
165449,"Kolkow, Friedrich Julius von",1876,cabinet photograph,10783267,only excluded placeholder lrefs available: 10783267
165455,"Moreelse, Paulus",1617,painting,10783267,only excluded placeholder lrefs available: 10783267
165567,"Goltzius, Hendrick",1573,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
165594,"Maes, Nicolaes",1679,painting,10783267,only excluded placeholder lrefs available: 10783267
165649,"Schwartze, Thérèse",1866,painting,10783267,only excluded placeholder lrefs available: 10783267
165671,"Pieneman, Jan Willem",1807,painting,10783267,only excluded placeholder lrefs available: 10783267
165681,"De Landtsheer, Jean Baptiste",1826,painting,10783267,only excluded placeholder lrefs available: 10783267
165682,"Graven, Joseph",1851,sculpture,10783267,only excluded placeholder lrefs available: 10783267
165684,Anoniem,1866,relief,10783267,only excluded placeholder lrefs available: 10783267
165692,"Gole, Jacob",1675,print,10783267,only excluded placeholder lrefs available: 10783267
165758,Anoniem,1650,print,10783267,only excluded placeholder lrefs available: 10783267
165763,Anoniem,1600,print,10783267,only excluded placeholder lrefs available: 10783267
165774,"Enschedé, Christina Gerarda",1806,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
165781,Anoniem,1820,silhouette,10783267,only excluded placeholder lrefs available: 10783267
165782,Anoniem,1820,silhouette,10783267,only excluded placeholder lrefs available: 10783267
165806,"Cornelisz. van Haarlem, Cornelis",1593,painting,10771173,no image downloaded
165811,"Cornelisz. van Haarlem, Cornelis",1577,painting,10783267,only excluded placeholder lrefs available: 10783267
165814,"Cornelisz. van Haarlem, Cornelis",1600,painting,10783267,only excluded placeholder lrefs available: 10783267
165818,"Faber, Johan (I)",1665,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
165827,"Grebber, Frans Pietersz. de",1588,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
165850,Anoniem,1475,painting,10783267,only excluded placeholder lrefs available: 10783267
165917,"Nijmegen, Gerard van",1750,painting,10783267,only excluded placeholder lrefs available: 10783267
165988,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166014,"Moreelse, Paulus",1621,painting,10783267,only excluded placeholder lrefs available: 10783267
166025,"Kelder, Toon",1909,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166026,"Vollevens, Johannes (II)",1732,painting,10783267,only excluded placeholder lrefs available: 10783267
166027,"Boonen, Arnold",1684,painting,10783267,only excluded placeholder lrefs available: 10783267
166049,"Gestel, Leo",1908,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166056,"Moreelse, Paulus",1623,painting,10783267,only excluded placeholder lrefs available: 10783267
166058,"Passe, Magdalena van de",1624,print,10783267,only excluded placeholder lrefs available: 10783267
166104,"Esser, Vincent Pieter Semeyn",1955,sculpture,10783267,only excluded placeholder lrefs available: 10783267
166105,"Driest, Dirk van",1931,painting,10783267,only excluded placeholder lrefs available: 10783267
166136,"Kesteren, Christiaan Lodewijk van",1847,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166209,Anoniem,1800,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
166210,"Houten, Barbara Elisabeth van",1877,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166247,Anoniem,1932,photograph,10783267,only excluded placeholder lrefs available: 10783267
166298,Anoniem,1627,painting,10783267,only excluded placeholder lrefs available: 10783267
166299,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
166300,"Ravesteyn, Jan van",1628,painting,10783267,only excluded placeholder lrefs available: 10783267
166301,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
166305,"Ravesteyn, Jan van",1625,painting,10783267,only excluded placeholder lrefs available: 10783267
166333,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
166337,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
166339,Anoniem,1636,painting,10783267,only excluded placeholder lrefs available: 10783267
166365,Anoniem,1630,painting,10783267,only excluded placeholder lrefs available: 10783267
166371,Anoniem,1590,painting,10783267,only excluded placeholder lrefs available: 10783267
166383,"Hodges, Charles Howard",1800,painting,10783267,only excluded placeholder lrefs available: 10783267
166412,"Hasselt, Bertha van",1921,painting,10783267,only excluded placeholder lrefs available: 10783267
166413,"Hasselt, Bertha van",1922,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166414,"Hettinga Tromp, Tjitske Geertruida Maria van",1922,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166468,"Moreelse, Paulus",1619,painting,10783267,only excluded placeholder lrefs available: 10783267
166469,"Key, Willem",1563,painting,10783267,only excluded placeholder lrefs available: 10783267
166532,"Teixeira de Mattos, Henri",1871,sculpture,10783267,only excluded placeholder lrefs available: 10783267
166556,"Moreelse, Paulus",1632,painting,10783267,only excluded placeholder lrefs available: 10783267
166580,"Moreelse, Paulus",1618,painting,10783267,only excluded placeholder lrefs available: 10783267
166583,"Moreelse, Paulus",1636,painting,10783267,only excluded placeholder lrefs available: 10783267
166584,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166586,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166589,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166590,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166591,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166592,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166593,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166594,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166596,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166598,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166599,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166607,Anoniem,1918,painting,10783267,only excluded placeholder lrefs available: 10783267
166610,"Mierevelt, Michiel van",1617,painting,10783267,only excluded placeholder lrefs available: 10783267
166649,Anoniem,1670,painting,10783267,only excluded placeholder lrefs available: 10783267
166651,"Nat, Willem van der",1896,painting,10783267,only excluded placeholder lrefs available: 10783267
166652,"Moreelse, Paulus",1605,painting,10783267,only excluded placeholder lrefs available: 10783267
166654,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166657,"Moreelse, Paulus",1613,painting,10783267,only excluded placeholder lrefs available: 10783267
166660,"Mees, Herman",1959,painting,10783267,only excluded placeholder lrefs available: 10783267
166662,"Veen, Karel van",1964,painting,10783267,only excluded placeholder lrefs available: 10783267
166664,Anoniem,1825,painting,10783267,only excluded placeholder lrefs available: 10783267
166668,"Richters, Marius",1944,painting,10783267,only excluded placeholder lrefs available: 10783267
166671,Anoniem,1915,painting,10783267,only excluded placeholder lrefs available: 10783267
166672,Anoniem,1728,painting,10783267,only excluded placeholder lrefs available: 10783267
166690,"Maris, Willem (Jbzn)",1929,painting,10783267,only excluded placeholder lrefs available: 10783267
166693,"Caescoper, Christiaen",1644,painting,10783267,only excluded placeholder lrefs available: 10783267
166694,"Oldewelt, Ferdinand",1918,painting,10783267,only excluded placeholder lrefs available: 10783267
166697,"Moreelse, Paulus",1622,painting,10783267,only excluded placeholder lrefs available: 10783267
166699,"Moreelse, Paulus",1622,painting,10783267,only excluded placeholder lrefs available: 10783267
166701,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166703,"Moreelse, Paulus",1629,painting,10783267,only excluded placeholder lrefs available: 10783267
166704,"Peizel, Bart",1902,painting,10783267,only excluded placeholder lrefs available: 10783267
166705,"Moreelse, Paulus",1631,painting,10783267,only excluded placeholder lrefs available: 10783267
166706,Anoniem,1631,painting,10783267,only excluded placeholder lrefs available: 10783267
166707,"Moreelse, Paulus",1636,painting,10783267,only excluded placeholder lrefs available: 10783267
166708,Anoniem,1550,painting,10783267,only excluded placeholder lrefs available: 10783267
166710,Anoniem,1600,painting,10783267,only excluded placeholder lrefs available: 10783267
166720,"Passe, Crispijn de (I)",1579,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166724,"Peizel, Bart",1970,painting,10783267,only excluded placeholder lrefs available: 10783267
166725,"Nerée tot Babberich, Karel de",1895,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166748,"Swanenburg, Isaac Claesz. van",1570,painting,10783267,only excluded placeholder lrefs available: 10783267
166753,"Jonxis, Jan Lodewijk",1823,painting,10783267,only excluded placeholder lrefs available: 10783267
166755,Anoniem,1638,painting,10783267,only excluded placeholder lrefs available: 10783267
166756,Anoniem,1609,painting,10783267,only excluded placeholder lrefs available: 10783267
166759,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166760,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166761,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166762,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166763,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166764,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166765,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166766,"Moreelse, Paulus",1605,painting,10783267,only excluded placeholder lrefs available: 10783267
166767,"Moreelse, Paulus",1605,painting,10783267,only excluded placeholder lrefs available: 10783267
166768,"Quenedey, Edme",1771,print,10783267,only excluded placeholder lrefs available: 10783267
166772,"Stad, Willem",1888,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166773,Anoniem,1800,silhouette,10783267,only excluded placeholder lrefs available: 10783267
166775,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166776,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166777,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166778,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166779,"Moreelse, Paulus",1610,painting,10783267,only excluded placeholder lrefs available: 10783267
166780,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166781,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166782,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166783,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166788,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166794,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166798,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166799,"Moreelse, Paulus",1586,unknown,10783267,only excluded placeholder lrefs available: 10783267
166800,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166804,"Helmantel, Henk",1980,painting,10783267,only excluded placeholder lrefs available: 10783267
166805,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166810,Anoniem,1575,unknown,10783267,only excluded placeholder lrefs available: 10783267
166830,"Visscher, Cornelis (III)",1643,print,10783267,only excluded placeholder lrefs available: 10783267
166849,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166850,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166852,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166854,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166856,Anoniem,1610,painting,10783267,only excluded placeholder lrefs available: 10783267
166858,Anoniem,1610,painting,10783267,only excluded placeholder lrefs available: 10783267
166860,"Moreelse, Paulus",1586,painting,10783267,only excluded placeholder lrefs available: 10783267
166877,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
166878,"Maes, Nicolaes",1649,painting,10783267,only excluded placeholder lrefs available: 10783267
166879,"Dijk, Philip van",1741,painting,10783267,only excluded placeholder lrefs available: 10783267
166886,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166887,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166888,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166890,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166891,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166895,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166910,"Verkolje, Nicolaas",1688,painting,10783267,only excluded placeholder lrefs available: 10783267
166919,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166920,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166921,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166922,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166924,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166942,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166945,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166947,"Troost, Cornelis",1711,unknown,10783267,only excluded placeholder lrefs available: 10783267
166951,"Troost, Cornelis",1735,painting,10783267,only excluded placeholder lrefs available: 10783267
166952,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
166953,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166954,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166955,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166956,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166957,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166958,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166959,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166960,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166961,"Troost, Cornelis",1739,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166985,"Troost, Cornelis",1743,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166986,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
166997,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167000,"Buys, Jacobus",1739,painting,10783267,only excluded placeholder lrefs available: 10783267
167017,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167021,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167022,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167024,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167087,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167091,"Troost, Cornelis",1711,unknown,10783267,only excluded placeholder lrefs available: 10783267
167094,"Slijper, Hendrik Johannes",1985,painting,10783267,only excluded placeholder lrefs available: 10783267
167102,"Troost, Cornelis",1746,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167104,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167133,"Troost, Cornelis",1711,unknown,10783267,only excluded placeholder lrefs available: 10783267
167134,"Troost, Cornelis",1711,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
167135,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167136,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167137,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167147,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167152,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167187,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167188,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167190,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167191,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167194,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167195,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167196,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167197,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167216,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167217,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167219,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167221,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167223,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167225,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167232,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167257,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
