priref,artist_name,date,objectcat,lrefs_in_xml,reason
167258,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167259,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167269,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167270,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167290,"Haak, Jan",1825,painting,10783267,only excluded placeholder lrefs available: 10783267
167291,"Haak, Jan",1846,painting,10783267,only excluded placeholder lrefs available: 10783267
167295,"Spinny, Guillaume de",1736,painting,10783267,only excluded placeholder lrefs available: 10783267
167306,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167312,"Troost, Cornelis",1743,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167325,"Troost, Cornelis",1711,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167327,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167328,"Troost, Cornelis",1737,painting,10783267,only excluded placeholder lrefs available: 10783267
167330,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167384,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167397,"Troost, Cornelis",1711,painting,10783267,only excluded placeholder lrefs available: 10783267
167452,"Spoel, Jacob",1861,painting,10783267,only excluded placeholder lrefs available: 10783267
167468,Anoniem,1350,painting,10783267,only excluded placeholder lrefs available: 10783267
167469,Anoniem,1650,painting,10783267,only excluded placeholder lrefs available: 10783267
167470,Anoniem,1625,painting,10783267,only excluded placeholder lrefs available: 10783267
167497,Anoniem,1775,portrait miniature,10783267,only excluded placeholder lrefs available: 10783267
167519,"Helmantel, Henk",1968,painting,10783267,only excluded placeholder lrefs available: 10783267
167540,Anoniem,1886,print,10783267,only excluded placeholder lrefs available: 10783267
167543,"Veth, Jan",1879,unknown,10783267,only excluded placeholder lrefs available: 10783267
167544,"Stelling, Frans",1951,sculpture,10783267,only excluded placeholder lrefs available: 10783267
167545,Anoniem,1875,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167556,"Hove, Bart van",1865,sculpture,10783267,only excluded placeholder lrefs available: 10783267
167558,"Hesterman, Johannes Albertus (jr.)",1902,painting,10783267,only excluded placeholder lrefs available: 10783267
167580,"Kayser, Joseph",1818,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167581,"Kayser, Joseph",1818,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167600,"Lutma, Jacob",1639,reproductive print,10783267,only excluded placeholder lrefs available: 10783267
167665,"Bohres, Theodorus",1833,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167672,"Bohres, Theodorus",1834,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167673,"Bohres, Theodorus",1834,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167675,"Bohres, Theodorus",1834,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167676,"Bohres, Theodorus",1836,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167679,"Bohres, Theodorus",1834,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167680,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167682,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167683,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167684,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167689,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167698,"Bohres, Theodorus",1823,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167699,"Bohres, Theodorus",1823,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167700,"Bohres, Theodorus",1816,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167701,"Bohres, Theodorus",1816,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167702,"Bohres, Theodorus",1816,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167703,"Bohres, Theodorus",1833,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167704,"Bohres, Theodorus",1833,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167706,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167707,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167756,"Damry, Walter",1860,carte-de-visite,10783267,only excluded placeholder lrefs available: 10783267
167758,"Bohres, Theodorus",1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167760,"Bohres, Theodorus",1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167762,"Bohres, Theodorus",1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167763,"Bohres, Theodorus",1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167764,"Bohres, Theodorus",1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167765,"Bohres, Theodorus",1800,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167766,"Bohres, Theodorus",1815,painting,10783267,only excluded placeholder lrefs available: 10783267
167767,"Bohres, Theodorus",1815,painting,10783267,only excluded placeholder lrefs available: 10783267
167769,"Bohres, Theodorus",1815,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167770,"Bohres, Theodorus",1827,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167771,"Bohres, Theodorus",1827,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167772,"Bohres, Theodorus",1827,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167832,"Pourbus, Pieter",1581,painting,10783267,only excluded placeholder lrefs available: 10783267
167833,"Kunst, Berend",1825,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167834,"Kunst, Berend",1825,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167835,"Kunst, Berend",1849,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167846,"Ket, Dick",1924,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167863,"Kunst, Berend",1828,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167866,"Kunst, Berend",1828,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167867,"Kunst, Berend",1828,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167869,"Kunst, Berend",1830,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167871,"Kunst, Berend",1830,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167872,"Kunst, Berend",1830,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167874,"Kunst, Berend",1830,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167887,Anoniem,1950,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167910,"Kunst, Berend",1835,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167911,"Hartmann-Hendriks, Martha",1835,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167912,"Kunst, Berend",1836,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167922,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167923,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167924,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167925,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167927,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167930,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167931,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167932,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167933,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167934,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167935,"Kunst, Berend",1837,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167936,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167937,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167938,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167939,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167940,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167974,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167975,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167976,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167977,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167978,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167979,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167980,"Kunst, Berend",1838,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167992,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167994,"Kunst, Berend",1809,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167995,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
167996,"Kunst, Berend",1809,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168001,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168003,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168005,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168007,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168010,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168011,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168013,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168014,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
168015,"Kunst, Berend",1840,drawing (visual work),10783267,only excluded placeholder lrefs available: 10783267
